rank,school,grades,students,student/teacher ratio,free lunch recipients,average standard score,rank (2015),rank change from 2015,type,address,city,zip,county,district,charter,magnet,virtual,title i,phone,fulltime teachers,white,black,hispanic,asian,american indian,pacific islander,two or more races
335,International High School,12-Sep,424,8.6,64.20%,22.9,380,45,Public,200 Grand Street,Paterson,7501,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-2280,49,18 (4.2 %),122 (28.8 %),269 (63.4 %),13 (3.1 %),0 (0.0 %),1 (0.2 %),1 (0.2 %)
336,Henry Snyder High School,12-Sep,"1,041",16.2,76.10%,22.9,361,25,Public,239 Bergen Ave,Jersey City,7305,Hudson,Jersey City School District,No,(n/a),No,Yes,(201) 915-6600,64,45 (4.3 %),683 (65.6 %),237 (22.8 %),66 (6.3 %),2 (0.2 %),7 (0.7 %),1 (0.1 %)
337,Long Branch High School,12-Sep,"1,366",12.6,74.30%,22.9,330,-7,Public,404 Indiana Avenue,Long Branch,7740,Monmouth,LONG BRANCH PUBLIC SCHOOL District,No,(n/a),No,Yes,(732) 229-7300,108,344 (25.2 %),313 (22.9 %),699 (51.2 %),10 (0.7 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
338,Morristown High School,12-Sep,"1,778",14.1,28.80%,22.8,177,-161,Public,50 Early Street,Morristown,7960,Morris,Morris School District,No,(n/a),No,No,(973) 292-2000,126,971 (54.6 %),190 (10.7 %),521 (29.3 %),86 (4.8 %),3 (0.2 %),4 (0.2 %),3 (0.2 %)
339,Gateway Regional High School,12-Jul,947,11.4,34.30%,22.7,343,4,Public,775 Tanyard Rd,Woodbury Hts,8096,Gloucester,Gateway Regional School District,No,(n/a),No,Yes,(856) 848-8200,83,807 (85.2 %),50 (5.3 %),55 (5.8 %),18 (1.9 %),1 (0.1 %),2 (0.2 %),14 (1.5 %)
340,Glassboro High School,12-Sep,570,12.1,47.00%,22.6,261,-79,Public,560 Joseph L Bowe Blvd,Glassboro,8028,Gloucester,Glassboro School District,No,(n/a),No,Yes,(856) 652-2700,47,270 (47.4 %),201 (35.3 %),74 (13.0 %),16 (2.8 %),3 (0.5 %),0 (0.0 %),6 (1.1 %)
341,The Barack Obama Green Charter High School,12-Sep,227,15.1,76.70%,22.3,310,-31,"Public, Charter",35 Watchung Ave,Plainfield,7060,Union,The Barack Obama Green Charter High School,Yes,(n/a),No,Yes,(877) 643-4064,15,0 (0.0 %),97 (42.7 %),124 (54.6 %),4 (1.8 %),1 (0.4 %),0 (0.0 %),1 (0.4 %)
342,Harrison High School,12-Sep,682,12.1,85.50%,22.2,364,22,Public,401 Kingsland Avenue,Harrison,7029,Hudson,Harrison Public Schools,No,(n/a),No,Yes,(973) 482-5050,56,148 (21.7 %),15 (2.2 %),496 (72.7 %),21 (3.1 %),0 (0.0 %),1 (0.1 %),1 (0.1 %)
343,Irvington High School,12-Sep,"1,265",,74.20%,22.1,362,19,Public,1253 Clinton Ave,Irvington,7111,Essex,Irvington Public Schools District,No,(n/a),No,Yes,(973) 399-6897,,0 (0.0 %),1072 (84.7 %),183 (14.5 %),7 (0.6 %),0 (0.0 %),2 (0.2 %),1 (0.1 %)
344,Palmyra High School,12-Jul,422,10.2,45.00%,21.6,314,-30,Public,5th & Weart Boulevard,Palmyra,8065,Burlington,Palmyra Public School District,No,(n/a),No,Yes,(856) 786-9400,41,234 (55.5 %),109 (25.8 %),48 (11.4 %),14 (3.3 %),1 (0.2 %),1 (0.2 %),15 (3.6 %)
345,Middlesex County Vocational School Piscataway,12-Sep,363,9,70.30%,21.6,368,23,Public,21 Suttons Lane,Piscataway,8854,Middlesex,Middlesex County Vocational and Technical School District,No,(n/a),No,Yes,(732) 985-0717,40,59 (16.3 %),53 (14.6 %),230 (63.4 %),20 (5.5 %),0 (0.0 %),1 (0.3 %),0 (0.0 %)
346,Ewing High School,12-Sep,"1,124",12.3,42.90%,21.3,301,-45,Public,900 Parkway Ave,Ewing,8618,Mercer,Ewing Township School District,No,(n/a),No,Yes,(609) 538-9800,91,353 (31.4 %),554 (49.3 %),141 (12.5 %),40 (3.6 %),0 (0.0 %),1 (0.1 %),35 (3.1 %)
347,Camden Academy Charter High School,12-Sep,497,10.8,81.90%,21.2,349,2,"Public, Charter",879 Beideman Avenue,Camden,8105,Camden,Camden Academy Charter High School,Yes,(n/a),No,Yes,(856) 365-1000,46,0 (0.0 %),112 (22.5 %),384 (77.3 %),1 (0.2 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
348,Brick Township High School,12-Sep,"1,385",11.4,31.00%,21.1,224,-124,Public,346 Chambers Bridge Rd,Brick,8723,Ocean,Brick Township Public School District,No,(n/a),No,No,(732) 785-3000,121,1081 (78.1 %),57 (4.1 %),202 (14.6 %),39 (2.8 %),5 (0.4 %),0 (0.0 %),1 (0.1 %)
349,Woodbridge High School,12-Sep,"1,521",11.3,41.60%,21,253,-96,Public,25 Samuel Lupo Place,Woodbridge,7095,Middlesex,Woodbridge Township School District,No,(n/a),No,No,(732) 602-8600,134,614 (40.4 %),279 (18.3 %),459 (30.2 %),156 (10.3 %),4 (0.3 %),0 (0.0 %),9 (0.6 %)
350,Newark Early College High School,12-Jul,469,11.4,67.20%,20.7,328,-22,Public,403 South Orange Avenue,Newark,7103,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 733-8301,41,1 (0.2 %),417 (88.9 %),50 (10.7 %),1 (0.2 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
351,School Of Science Technology Engineering And Mathematics,12-Sep,620,14,69.00%,20.5,341,-10,Public,61-127 Preakness Avenue,Paterson,7502,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-0500,44,40 (6.5 %),123 (19.8 %),323 (52.1 %),125 (20.2 %),0 (0.0 %),0 (0.0 %),9 (1.5 %)
352,Delran High School,12-Sep,887,12.8,22.40%,20.3,286,-66,Public,50 Hartford Road,Delran,8075,Burlington,Delran Township School District,No,(n/a),No,Yes,(856) 461-6100,69,674 (76.0 %),90 (10.1 %),65 (7.3 %),40 (4.5 %),2 (0.2 %),0 (0.0 %),16 (1.8 %)
353,Middle Township High School,12-Sep,757,11.4,38.70%,20.2,324,-29,Public,300 East Atlantic Avenue,Cape May Court House,8210,Cape May,Middle Township Public School District,No,(n/a),No,Yes,(609) 465-1852,66,501 (66.2 %),158 (20.9 %),69 (9.1 %),13 (1.7 %),0 (0.0 %),3 (0.4 %),13 (1.7 %)
354,Pinelands Regional High School,12-Oct,798,10.3,34.70%,20.2,312,-42,Public,565 Nugentown Road,Little Egg Harbor,8087,Ocean,Pinelands Regional School District,No,(n/a),No,No,(609) 296-3106,77,694 (87.0 %),24 (3.0 %),65 (8.1 %),10 (1.3 %),1 (0.1 %),2 (0.3 %),2 (0.3 %)
355,Manchester Township High School,12-Sep,988,11.7,35.70%,20,322,-33,Public,101 S Colonial Dr,Manchester,8759,Ocean,Manchester Township School District,No,(n/a),No,No,(732) 657-2121,84,662 (67.0 %),135 (13.7 %),141 (14.3 %),38 (3.8 %),4 (0.4 %),3 (0.3 %),5 (0.5 %)
356,Bordentown Regional High School,12-Sep,721,13.8,14.00%,20,251,-105,Public,318 Ward Ave,Bordentown,8505,Burlington,Bordentown Regional School District,No,(n/a),No,Yes,(609) 298-0025,52,474 (65.7 %),104 (14.4 %),73 (10.1 %),65 (9.0 %),0 (0.0 %),1 (0.1 %),4 (0.6 %)
357,School Of Government & Public Administration,12-Sep,743,12.5,66.50%,19.8,377,20,Public,150 Park Avenue,Paterson,7501,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-2488,59,6 (0.8 %),132 (17.8 %),604 (81.3 %),0 (0.0 %),0 (0.0 %),1 (0.1 %),0 (0.0 %)
358,Lincoln High School,12-Sep,850,11,70.70%,19.8,365,7,Public,60 Crescent Ave,Jersey City,7304,Hudson,Jersey City School District,No,(n/a),No,Yes,(201) 915-6700,77,18 (2.1 %),585 (68.8 %),215 (25.3 %),23 (2.7 %),2 (0.2 %),4 (0.5 %),3 (0.4 %)
359,Pleasantville High School,12-Sep,752,9.6,93.80%,19.7,353,-6,Public,701 Mill Road,Pleasantville,8232,Atlantic,Pleasantville Public School District,No,(n/a),No,Yes,(609) 383-6900,78,9 (1.2 %),298 (39.6 %),420 (55.9 %),16 (2.1 %),1 (0.1 %),5 (0.7 %),3 (0.4 %)
360,Salem High School,12-Sep,319,6.9,44.20%,19.6,292,-68,Public,219 Walnut St,Salem,8079,Salem,Salem City School District,No,(n/a),No,Yes,(856) 935-3900,46,74 (23.2 %),212 (66.5 %),28 (8.8 %),2 (0.6 %),3 (0.9 %),0 (0.0 %),0 (0.0 %)
361,Abraham Clark High School,12-Sep,674,9.2,73.00%,19.6,393,32,Public,122 East 6th Ave,Roselle,7203,Union,Roselle Public Schools,No,(n/a),No,Yes,(908) 298-2000,73,11 (1.6 %),441 (65.4 %),214 (31.8 %),7 (1.0 %),0 (0.0 %),1 (0.1 %),0 (0.0 %)
362,Orange High School,12-Sep,825,10.1,66.40%,18.9,230,-132,Public,400 Lincoln Ave,Orange,7050,Essex,Orange Board Of Education School District,No,(n/a),No,Yes,(973) 677-4050,81,2 (0.2 %),615 (74.5 %),203 (24.6 %),1 (0.1 %),1 (0.1 %),3 (0.4 %),0 (0.0 %)
363,Hoboken High School,12-Sep,672,10.5,72.20%,18.8,352,-11,Public,Ninth & Clinton Sts,Hoboken,7030,Hudson,Hoboken Public School District,No,(n/a),No,Yes,(201) 356-3701,64,101 (15.0 %),135 (20.1 %),426 (63.4 %),9 (1.3 %),0 (0.0 %),1 (0.1 %),0 (0.0 %)
364,Oakcrest High School,12-Sep,"1,011",10.5,53.60%,18.5,334,-30,Public,1824 Dr Dennis Foreman Drive,Mays Landing,8330,Atlantic,Greater Egg Harbor Regional High School District,No,(n/a),No,Yes,(609) 909-2600,96,433 (42.8 %),324 (32.0 %),179 (17.7 %),64 (6.3 %),1 (0.1 %),3 (0.3 %),7 (0.7 %)
365,Daylight/Twilight High School,12-Sep,344,9,69.50%,18.5,405,40,Public,501 Edgewood Avenue,Trenton,8618,Mercer,Trenton Public School District,No,(n/a),No,Yes,(609) 656-4850,38,1 (0.3 %),175 (50.9 %),167 (48.5 %),0 (0.0 %),0 (0.0 %),0 (0.0 %),1 (0.3 %)
366,Memorial High School,12-Sep,716,13.7,60.20%,18.5,298,-68,Public,504 East Broad Street,Millville,8332,Cumberland,Millville School District,No,(n/a),No,Yes,(856) 327-6072,52,369 (51.5 %),212 (29.6 %),124 (17.3 %),3 (0.4 %),1 (0.1 %),1 (0.1 %),6 (0.8 %)
367,Pemberton Township High School,12-Sep,"1,079",10.6,38.50%,18.3,345,-22,Public,148 Arneys Mount Road,Pemberton,8068,Burlington,Pemberton Township School District,No,(n/a),No,Yes,(609) 893-8141,101,572 (53.0 %),352 (32.6 %),124 (11.5 %),20 (1.9 %),4 (0.4 %),5 (0.5 %),2 (0.2 %)
368,Rahway High School,12-Sep,"1,073",10.8,49.80%,18,371,3,Public,1012 Madison Ave,Rahway,7065,Union,Rahway Public School District,No,(n/a),No,Yes,(732) 396-1090,99,175 (16.3 %),471 (43.9 %),387 (36.1 %),24 (2.2 %),3 (0.3 %),0 (0.0 %),13 (1.2 %)
369,Paulo Freire Charter School,12-Sep,269,26.9,62.10%,17.7,369,0,"Public, Charter",28 Burnet Street,Newark,7102,Essex,Paulo Freire Charter School,Yes,(n/a),No,No,(973) 733-9393,10,0 (0.0 %),236 (87.7 %),33 (12.3 %),0 (0.0 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
370,John E. Dwyer Technology Academy,12-Sep,"1,237",12.4,86.20%,17.7,403,33,Public,123 Pearl St,Elizabeth,7202,Union,Elizabeth Public Schools,No,(n/a),No,Yes,(908) 436-6565,99,62 (5.0 %),261 (21.1 %),889 (71.9 %),23 (1.9 %),1 (0.1 %),0 (0.0 %),1 (0.1 %)
371,Overbrook Senior High School,12-Sep,671,10.4,52.50%,17.6,340,-31,Public,1200 Turnersville Road,Pine Hill,8021,Camden,Pine Hill School District,No,(n/a),No,Yes,(856) 767-8000,64,357 (53.2 %),194 (28.9 %),83 (12.4 %),26 (3.9 %),2 (0.3 %),0 (0.0 %),9 (1.3 %)
372,Keansburg High School,12-Sep,358,8.1,75.70%,17.3,360,-12,Public,140 Port Monmouth Road,Keansburg,7734,Monmouth,Keansburg School District,No,(n/a),No,Yes,(732) 787-2007,44,231 (64.5 %),46 (12.8 %),69 (19.3 %),7 (2.0 %),5 (1.4 %),0 (0.0 %),0 (0.0 %)
373,Penns Grove High School,12-Sep,554,10.4,66.10%,16.8,346,-27,Public,334 Harding Highway,Carneys Point,8069,Carneys Point,Penns Grove-Carneys Point Regional School District,No,(n/a),No,Yes,(856) 299-6300,53,150 (27.1 %),241 (43.5 %),160 (28.9 %),3 (0.5 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
374,Neptune High School,12-Sep,"1,404",13.9,52.70%,16.8,329,-45,Public,55 Neptune Boulevard,Neptune,7753,Monmouth,Neptune Township School District,No,(n/a),No,Yes,(732) 776-2200,101,353 (25.1 %),724 (51.6 %),243 (17.3 %),24 (1.7 %),1 (0.1 %),0 (0.0 %),59 (4.2 %)
375,School Of Culinary Arts Hospitality And Tourism,12-Sep,711,14.2,70.20%,16.7,378,3,Public,150 Park Avenue,Paterson,7501,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-2489,50,7 (1.0 %),248 (34.9 %),452 (63.6 %),1 (0.1 %),0 (0.0 %),1 (0.1 %),2 (0.3 %)
376,M.E.T.S. Charter School,12-Jun,475,11.8,73.50%,16.6,318,-58,"Public, Charter, Alternative",211 Sherman Ave,Jersey City,7307,Hudson,M.E.T.S. Charter School,Yes,(n/a),No,Yes,(201) 526-8500,40,50 (10.5 %),169 (35.6 %),206 (43.4 %),48 (10.1 %),1 (0.2 %),0 (0.0 %),1 (0.2 %)
377,Hoboken Charter School,K-12,298,,29.90%,16.5,283,-94,"Public, Charter, Alternative",713 Washington St,Hoboken,7030,Hudson,Hoboken Charter School,Yes,(n/a),No,Yes,(201) 963-0222,,149 (50.0 %),45 (15.1 %),86 (28.9 %),11 (3.7 %),0 (0.0 %),0 (0.0 %),7 (2.3 %)
378,East Side High School,12-Sep,"1,799",15.6,55.40%,16,357,-21,Public,238 Van Buren St,Newark,7105,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 465-4900,115,419 (23.3 %),279 (15.5 %),1077 (59.9 %),20 (1.1 %),3 (0.2 %),1 (0.1 %),0 (0.0 %)
379,Trenton Central High School - West Campus,12-Sep,679,10.6,83.80%,15.9,404,25,Public,1001 West State St,Trenton,8618,Mercer,Trenton Public School District,No,(n/a),No,Yes,(609) 656-4770,64,8 (1.2 %),370 (54.5 %),297 (43.7 %),3 (0.4 %),1 (0.1 %),0 (0.0 %),0 (0.0 %)
380,School Of Earth And Space Science,12-Sep,196,8.5,67.40%,15.8,386,6,Public,201 Memorial Drive,Paterson,7505,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-2290,23,13 (6.6 %),87 (44.4 %),86 (43.9 %),9 (4.6 %),0 (0.0 %),0 (0.0 %),1 (0.5 %)
381,Newark Prep Charter School,12-Sep,448,13.5,91.30%,15.6,385,4,"Public, Charter",570 Broad St.,Newark,7102,Essex,Newark Prep Charter School,Yes,(n/a),No,No,(862) 307-7010,33,2 (0.4 %),326 (72.8 %),116 (25.9 %),3 (0.7 %),1 (0.2 %),0 (0.0 %),0 (0.0 %)
382,School Of Education And Training,12-Sep,512,11.6,66.60%,15.6,389,7,Public,61-127 Preakness Avenue,Paterson,7502,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-0500,44,34 (6.6 %),110 (21.5 %),311 (60.7 %),52 (10.2 %),0 (0.0 %),0 (0.0 %),5 (1.0 %)
383,Admiral William F. Halsey Junior Health & Public Safety Academy,12-Sep,"1,303",12.1,87.90%,15.5,396,13,Public,641 South Street,Elizabeth,7202,Union,Elizabeth Public Schools,No,(n/a),No,Yes,(908) 436-6600,107,63 (4.8 %),298 (22.9 %),929 (71.3 %),11 (0.8 %),0 (0.0 %),2 (0.2 %),0 (0.0 %)
384,Trenton Central High School - Main Campus,12-Sep,"1,583",11.7,86.10%,15.4,359,-25,Public,171 Division Street,Trenton,8611,Mercer,Trenton Public School District,No,(n/a),No,Yes,(609) 278-7260,135,24 (1.5 %),850 (53.7 %),699 (44.2 %),6 (0.4 %),0 (0.0 %),0 (0.0 %),4 (0.3 %)
385,School Of Information Technology,12-Sep,721,14.4,61.90%,15.2,374,-11,Public,150 Park Avenue,Paterson,7501,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-2490,50,6 (0.8 %),137 (19.0 %),575 (79.8 %),2 (0.3 %),0 (0.0 %),1 (0.1 %),0 (0.0 %)
386,Plainfield High School,12-Sep,"1,634",13.9,71.50%,14.7,383,-3,Public,950 Park Avenue,Plainfield,7060,Union,Plainfield Public Schools,No,(n/a),No,No,(908) 731-4390,117,6 (0.4 %),529 (32.4 %),1090 (66.7 %),3 (0.2 %),2 (0.1 %),1 (0.1 %),3 (0.2 %)
387,Asbury Park High School,12-Sep,346,8.6,87.90%,14.5,379,-8,Public,1001 Sunset Avenue,Asbury Park,7712,Monmouth,Asbury Park School District,No,(n/a),No,Yes,(732) 776-2638,40,6 (1.7 %),227 (65.6 %),113 (32.7 %),0 (0.0 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
388,Malcolm X Shabazz High School,12-Sep,562,10.6,68.20%,14.2,384,-4,Public,80 Johnson Ave,Newark,7108,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 733-6974,53,4 (0.7 %),513 (91.3 %),43 (7.7 %),0 (0.0 %),2 (0.4 %),0 (0.0 %),0 (0.0 %)
389,Riverside High School,12-Sep,426,11.8,44.40%,14.1,351,-38,Public,112 E Washington Street,Riverside,8075,Burlington,Riverside Township School District,No,(n/a),No,Yes,(856) 461-1255,36,283 (66.4 %),63 (14.8 %),64 (15.0 %),9 (2.1 %),0 (0.0 %),1 (0.2 %),6 (1.4 %)
390,Camden Big Picture Learning Academy,12-Jun,147,13.3,55.10%,14,406,16,"Public, Alternative",1875 Park Boulevard,Camden,8103,Camden,Camden City Public Schools,No,(n/a),No,Yes,(856) 966-5122,11,0 (0.0 %),102 (69.4 %),45 (30.6 %),0 (0.0 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
391,Paulsboro High School,12-Sep,341,8.5,15.00%,13.9,355,-36,Public,670 N Delaware St,Paulsboro,8066,Gloucester,Paulsboro School District,No,(n/a),No,Yes,(856) 423-2222,40,137 (40.2 %),161 (47.2 %),39 (11.4 %),0 (0.0 %),0 (0.0 %),1 (0.3 %),3 (0.9 %)
392,Garfield Auxiliary Middle School/High School,12-Jun,48,3.6,85.40%,13.5,,,"Public, Alternative",43 Clifton Ave,Clifton,7011,Passaic,Garfield Public School District,No,(n/a),No,Yes,(973) 272-7465,13,13 (27.1 %),10 (20.8 %),24 (50.0 %),0 (0.0 %),0 (0.0 %),0 (0.0 %),1 (2.1 %)
393,Central High School,12-Sep,834,10.2,82.40%,13.3,392,-1,Public,250 18th Avenue,Newark,7103,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 733-6378,81,0 (0.0 %),724 (86.8 %),108 (12.9 %),1 (0.1 %),0 (0.0 %),0 (0.0 %),1 (0.1 %)
394,Thomas A. Edison Career and Technical Academy,12-Sep,673,9.8,88.10%,12.8,400,6,Public,625 Summer St,Elizabeth,7202,Union,Elizabeth Public Schools,No,(n/a),No,Yes,(908) 436-6800,68,38 (5.6 %),144 (21.4 %),486 (72.2 %),4 (0.6 %),0 (0.0 %),1 (0.1 %),0 (0.0 %)
395,School Of Buisiness Technology,12-Sep,596,11,67.00%,12.7,367,-28,Public,61-127 Preakness Avenue,Paterson,7502,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-0500,54,15 (2.5 %),152 (25.5 %),387 (64.9 %),37 (6.2 %),1 (0.2 %),1 (0.2 %),3 (0.5 %)
396,East Orange Campus High School,12-Sep,"1,546",11.1,61.80%,12,399,3,Public,344 Prospect Street,East Orange,7017,Essex,East Orange School District,No,(n/a),No,Yes,(973) 266-7300,139,3 (0.2 %),1427 (92.3 %),114 (7.4 %),0 (0.0 %),0 (0.0 %),1 (0.1 %),1 (0.1 %)
397,Barringer Arts High School,12-Sep,611,11.5,71.20%,12,391,-6,Public,90 Parker St,Newark,7104,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 268-5125,53,7 (1.1 %),208 (34.0 %),395 (64.6 %),1 (0.2 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
398,Eagle Academy for Young Men of Newark,12-Jun,188,9.8,68.60%,11.9,,,"Public, Alternative",279 Chancellor Avenue,Newark,7112,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 733-1234,19,3 (1.6 %),164 (87.2 %),20 (10.6 %),1 (0.5 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
399,Weequahic High School,12-Sep,336,10.1,67.00%,11.9,394,-5,Public,279 Chancellor Ave,Newark,7112,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 705-3923,33,0 (0.0 %),329 (97.9 %),7 (2.1 %),0 (0.0 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
400,Newark Vocational High School,12-Sep,312,10.7,77.20%,11.2,387,-13,Public,403 South Orange Avenue,Newark,7103,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 733-7019,29,2 (0.6 %),279 (89.4 %),31 (9.9 %),0 (0.0 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
401,School Of Architecture And Construction Trades,12-Sep,532,11.3,62.80%,11.2,388,-13,Public,61-127 Preakness Avenue,Paterson,7502,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-0500,47,25 (4.7 %),104 (19.5 %),375 (70.5 %),22 (4.1 %),0 (0.0 %),1 (0.2 %),5 (0.9 %)
402,Alternative High School,12-Jun,246,4.9,65.00%,11.1,398,-4,"Public, Alternative",5 Colt Street,Paterson,7505,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-0570,50,7 (2.8 %),126 (51.2 %),112 (45.5 %),0 (0.0 %),0 (0.0 %),0 (0.0 %),1 (0.4 %)
403,Willingboro High School,12-Sep,740,10.5,65.50%,11,372,-31,Public,20 Jfk Way,Willingboro,8046,Burlington,Willingboro Public School District,No,(n/a),No,Yes,(609) 835-8800,70,7 (0.9 %),679 (91.8 %),40 (5.4 %),12 (1.6 %),0 (0.0 %),2 (0.3 %),0 (0.0 %)
404,Middlesex County Vocational School East Bruns. School of Career Develop,12-Sep,281,10.8,41.30%,9.5,390,-14,Public,112 Rues Lane,East Brunswick,8816,Middlesex,Middlesex County Vocational and Technical School District,No,(n/a),No,Yes,(732) 257-7715,26,179 (63.7 %),28 (10.0 %),70 (24.9 %),2 (0.7 %),0 (0.0 %),1 (0.4 %),1 (0.4 %)
405,Girls Academy Of Newark,12-Jun,116,11.6,70.70%,9.3,,,"Public, Alternative",279 Chancellor Avenue,Newark,7112,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 508-4334,10,0 (0.0 %),102 (87.9 %),13 (11.2 %),0 (0.0 %),1 (0.9 %),0 (0.0 %),0 (0.0 %)
406,Middlesex County Vocational School Piscataway School of Career Develop,12-Sep,205,9.3,65.90%,8.7,373,-33,Public,21 Suttons Lane,Piscataway,8854,Middlesex,Middlesex County Vocational and Technical School District,No,(n/a),No,No,(732) 572-9494,22,62 (30.2 %),43 (21.0 %),96 (46.8 %),2 (1.0 %),0 (0.0 %),1 (0.5 %),1 (0.5 %)
407,Woodrow Wilson High School,12-Sep,897,19.5,57.60%,8.1,397,-10,Public,3100 Federal Street,Camden,8105,Camden,Camden City Public Schools,No,(n/a),No,Yes,(856) 966-5300,46,5 (0.6 %),268 (29.9 %),617 (68.8 %),7 (0.8 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
408,Camden High School,12-Sep,689,15.3,59.80%,7.6,402,-6,Public,1700 Park Boulevard,Camden,8103,Camden,Camden City Public Schools,No,(n/a),No,Yes,(856) 966-5100,45,3 (0.4 %),486 (70.5 %),197 (28.6 %),1 (0.1 %),2 (0.3 %),0 (0.0 %),0 (0.0 %)
409,Academy Charter High School,12-Sep,183,11.4,86.30%,4.9,401,-8,"Public, Charter",1725 Main Street,Lake Como,7719,Monmouth,Academy Charter High School,Yes,(n/a),No,Yes,(732) 681-8377,16,3 (1.6 %),149 (81.4 %),31 (16.9 %),0 (0.0 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
